"question_id","subject_id","content"
"us504886","us15","A helium atom consists of two protons, two<br /> electrons, and two neutrons. In the helium atom,<br /> the strong force is a fundamental interaction<br /> between the<br /> (1) electrons, only<br /> (2) electrons and protons<br /> (3) neutrons and electrons<br /> (4) neutrons and protons"
"us504895","us15","The particles in a nucleus are held together<br /> primarily by the<br /> (1) strong force (3) electrostatic force<br /> (2) gravitational force (4) magnetic force"
"us505207","us15","scientifically speaking, why does an air bag prevent injury?<br />"
"us505532","us15","what energy conversion happens when green plants use energy from the sun to make sugar?"
"us505845","us15","A speeding car collides with an unlucky bug flying across the road <br /><br /> Which explains why the impact doesn't equally damage the car and the bug <br /><br /> A. The car has more momentum<br /> B.the bug is traveling faster<br /> C. The bug has more momentum<br /> D. The net force is zero"
"us505877","us15","Calculate the mass of a gas with a density of 0.0065 g/cm3 and volume of 260 cm3."
"us505984","us15","Lead has a density of 11.3 g/cm3 and a mass of 282.5 g. What is its volume?"
"us506372","us15","A car traveling on a straight road at 15.0 meters<br /> per second accelerates uniformly to a speed of<br /> 21.0 meters per second in 12.0 seconds. The<br /> total distance traveled by the car in this<br /> 12.0-second time interval is<br /> (1) 36.0 m (3) 216 m<br /> (2) 180. m (4) 252 m"
"us506508","us15","As a ball falls freely toward the ground, its total<br /> mechanical energy<br /> (1) decreases<br /> (2) increases<br /> (3) remains the same"
"us506759","us15","when you sit in a chair it exerts _____ against you"
"us507079","us15","Breathing on a cold window can cause it to fog up. which change of state causes this"
"us507170","us15","A roller coaster car has a mass of 290. kilograms. Starting from rest, the car acquires<br /> 3.13 × 10^5 joules of kinetic energy as it descends to the bottom of a hill in 5.3 seconds.<br /><br /> Calculate the magnitude of the average acceleration of the roller coaster car as it descends to the bottom<br /> of the hill. [Show all work, including the equation and substitution with units.] "
"us507186","us15","The work done in lifting an apple one meter<br /> near Earth’s surface is approximately<br /> (1) 1 J (3) 100 J<br /> (2) 0.01 J (4) 1000 J"
"us507436","us15","i really need help with queston like right now if someone can <br /><br /> What are the characteristics of an exothermic reaction?"
"us508487","us15","Is it possible to fly from Norway to USA across the North Pole?"
"us508529","us15","Which kind of air front forms when a warm air mass meets the area of a cooler air mass? A. stationary front B. cold front C. warm front D. cold occluded front E. warm occluded front                                     "
"us508734","us15","Explain why an object moves if the action-reaction forces are equal."
"us508840","us15","you paddle a canoe with the force of 200N. you and the canoe have a combined mass of 97KG . what is the acceleration of the canoe?"
"us509022","us15","two force always involved in using a machine are"
"us509165","us15","A wave creates a strong undertow. what kind of wave is it?<br /> a. tsunami <br /> b.swell<br /> c. long shore<br /> d. deep water"
"us509234","us15","The difference between the speed of sound n air at 0°C and the speed of sound in air at 20°c is that... A. Cooler air molecules move more slowly and respond less readily to the energy of a sound wave. B. Cooler air molecules move more quickly and respond less readily to the energy of a sound wave. C. Cooler air molecules do not move and respond less readily to the energy of a sound wave. D. Cooler air molecules move more randomly and respond less readily to the energy of a sound wave.                                     "
"us509302","us15","The momentum of a bald eagle in flight is calculated to be 345. The mass of the eagle is 5.0 kg. What is the magnitude of the velocity of the eagle?"
"us510416","us15","What is kinetic theory? "
"us510810","us15","Which type of wave requires a material medium<br /> through which to travel?<br /> (1) sound (3) television<br /> (2) radio (4) x ray"
"us427831","us15","PLEASE HELP!<br /> 1.Green plants use solar energy to make food during a process called ___________.<br /> 2._________ and _________ are examples of chemical energy that is stored."
"us429947","us15","True or false: seismographs from three locations are studied to calculate the epicenter of am earthquake"
"us430851","us15","To Express The Distance Between The Milky Way Galaxy And Other Galaxies The Most Appropriate Unit Of Measure Is The..?"
"us430924","us15","What processes formed the beaches of Florida?  "
"us436247","us15","examples on how velocity of an object is described by specifying both the direction and speed of an object"
"us438766","us15","What's world's  smallest  cell called?"
"us438834","us15","what force keeps an object moving in a circle"
"us440852","us15","In a vacuum, X-rays and gamma rays have the same?<br />"
"us441040","us15","What type of energy is present in a barbell being lifted or a shot-put being thrown"
"us441116","us15","do plant cells  in animal cells have all the same major part of a cell"
"us441135","us15","is Kool-Aid example of a solution"
"us441353","us15","two examples of the nucleus"
"us443451","us15","what are two examples of how animals use sounds that people can't hear?"
"us443607","us15","a sphere made of steel is put in water and,surprisingly, it floats. develop a possible explanation for this observation                             "
"us443927","us15","what is an Eco system "
"us443930","us15","what is an Eco system "
"us445196","us15","What do plants produce during photosynthesis "
"us446219","us15","Describe how to calculate the speed of a wave."
"us447815","us15","which is most responsible for the uneven heating of the air in the atmosphere"
"us448267","us15","what conditions are affected by the tilt of earth 's axis"
"us448346","us15","I need information on sound energy. <br />"
"us448606","us15","a boeing 747 has a total mass, including passengers and luggage, of 250,000 kg. How much force do the engines supply to achieve a take off velocity of 990 m/s in 35 seconds. "
"us448625","us15","If you lift a five pound object 18 inches how many joules of energy did yo use?"
"us448632","us15","If you lift a seven pound object 54 inches how many joules of energy did you use?"
"us448650","us15","a large car accelerates at 6.4m/s squared with a force of 8000 n and smaller economy car accelerates at 6.4 m/s squared with a force of 3000 n. what is the mass of each car, and why are people buying light cars versus heavier cars, answer using f=ma, is this relationship directly or inversely proportional"
"us448866","us15","Ima Rilla Saari rushes to her car in order to hurry home and get dressed for work. Failing to realize the dangers of driving under slick and icy conditions, she collides her 940-kg Mazda Miata into the rear of a 2460-kg pick-up truck which was at rest at the light on Lake Avenue. Ima's pre-collision speed was 12.5 m/s. Determine the post-collision speed of the two entangled cars as they slide across the ice."
"us449041","us15","If you pull on a box that weighs 100 kilograms with a force of 75 newtons, but you just can not budge the box and it does not move at all, how much work did you do?"
"us449050","us15","1<strong>5 POINTS, URGENT </strong>""Sally"" is standing on the moon. her acceleration due to gravity is 1.63 m/s squared. on earth the force of gravity that acts on her is 602 n. what is the <em>mass</em> of sally on the earth surface? what is her <em>mass and weight </em>on the moon?"
"us450120","us15","Calculate the power rating of a home appliance (in kilowatts) that uses 8 amps of current when plugged into a 120-volt outlet?"
"us452388","us15","At what point in its motion is the kinetic energy of the end of a pendulum greatest? At what point is its potential energy greatest when it's kinetic energy is half its greatest value how much potential energy did it gain"
"us453535","us15","what is the definition for chemical change"
"us453596","us15","how is the stratus cloud formed"
"us453690","us15","I have to do a report on Mars and I have to write a lot and there are a lot of numbers I need major help The numbers are very large numbers and I have a lot more to go and I have to do a vocabulary page and there are a lot of words and the words are so long there is one like Lunar Eclipse I can not find anywhere what it means"
"us456076","us15","The liver’s role is to:<br /> A) Mash up food<br /> B) Turn water into food<br /> C) Help the stomach<br /> D) Remove harmful substances from the blood<br />"
"us456434","us15","what's the process that heats air close to earths surface"
"us457629","us15","What can be put in a box to make it lighter"
"us457694","us15","Which do you think will penetrate farther into a block of lean, x-rays or gamma rays? Explain your reasonings. "
"us458723","us15","what is the entire range of em waves called"
"us459589","us15","Reflection, transmission, and color "
"us460586","us15","In what ways can force affect motion?"
"us461536","us15","according to ohm's law what is the resistance of a light bulb if the applied voltage is 21.0 V and the current is 3.0 amps?  <br /><br /> A. 24 ohms<br /> B.7.0 ohms<br /> C. 18 ohms<br /> D.3.0 ohms"
"us461573","us15","What happens when earth is tilted on it's axis?"
"us461844","us15","Why are hurricanes considered more damaging than tornadoes when tornados have stronger winds? a.   Hurricanes only strike coastlines while tornados strike coasts and inland. b.   Hurricanes also cause flooding and occur over a broader area. c.   Tornadoes move more slowly than hurricanes. d.   Tornadoes only occur inland, away from coastlines.    "
"us462572","us15","what produces the sun's magnetic field?"
"us463218","us15","The rate at which work is done is called________?"
"us463742","us15","is electric energy same as electricity"
"us464239","us15","How do I study for my science test on Wednesday "
"us464328","us15","what is the transformation of water from a gas to a solid without going through the liquid state called<br />"
"us464617","us15","what determines the speed of a wave?"
"us468426","us15","what force allows an object to move at a constant rate?"
"us468527","us15","describe how total resistance is determined series and parallel circuits"
"us468923","us15","what is electromagnetic?"
"us469120","us15","What is the difference between speed, velocity, and acceleration, and how are they used in real life?"
"us470202","us15","What is nuclear fission?       (Points : 1)<br />        the splitting of the atomic nucleus into parts<br /><br />        the process of two or more atomic particles sticking together to form a heavier atomic nucleus<br /><br />        the creation of high-energy plasma"
"us470407","us15","describe what electrical resistance if you were producing electrical wire how would you make sure your wire has the least resistance possible"
"us470836","us15","how do you convert AC to DC? Why is it necessary to have this capability?"
"us471157","us15","if the motion of particles is decreasing, is heat flowing into or out of the substance? also, explain why<br />"
"us471167","us15"," What is Displacement??<br />"
"us471395","us15","velocity has two pieces of information.what are they"
"us471746","us15","How do Newton's three laws and pressure apply to rockets?"
"us472567","us15","what is inorganic compound"
"us474838","us15","When examining the three media in the lab, which medium did you think would cause the most bending of light when the light passed through it?"
"us474840","us15","Which medium caused the most bending of light as it passed through?<br />"
"us475541","us15","what causes taste buds to bleed?"
"us586707","us15","A turtle can run with a speed of 10.0 cm/s and a hare can run 20 times as fast. In a race, they both start at the same time, but the hare stops to rest for 2.00 mins. The turtle wins by 20.0 cm. how long does the race last? What is the length of the race?"
"us586936","us15","Which body part is included in circulatory system"
"us587223","us15","What effect does dark energy have on the universe?"
"us588558","us15","How do atoms of different elements differ?"
"us588793","us15","What does experimenter selected control mean? "
"us588864","us15","what is a divice used to remove pollutants from smokestacks"
"us589102","us15","Are compounds and elements pure substances"
"us589246","us15","it takes San 0.25 hour to drive  to school. Her route is 16 km long. what is San ' s average speed on her drive to school "
"us589315","us15","the amount of food is a that affects population<br />"
"us591516","us15","What's an independent variable "
"us591766","us15","how are the helium atoms in this model different from real helium atoms?"
"us591783","us15","the particles that make up a rock are constantly in motion however a rock does not visibly vibrate. why do you think this?"
"us592806","us15","What is the average formula speed "
"us593318","us15","how does physical science affect musicians"
"us596855","us15","what do you call the curved, upper surface of water that commonly appears when using a graduated cylinder? Describe what causes this."
"us597985","us15","Your teacher gives you a plant that does NOT have vascular tissue. However, it has a spore-producing capsule that opens by splitting lengthwise. What type of organism is it?<br /> a. Liverwort<br /> b. Fern<br /> c. Angiosperm<br /> d. Moss"
"us598836","us15","Why do scientists seek to discover new laws of the universe?"
"us599235","us15","why aren't changes of a state physical changes"
"us599238","us15","Describe what happens, at the molecule, when a substance boils"
"us600748","us15","Convert 0.0076g to milligrams"
"us601752","us15","This is the speed at which molecules or atoms move dependent on temperature and state of matter."
"us604410","us15","what is a accurate? plz i need helppppp"
"us604430","us15","whats a pipette plzzz i neeeddd helllppp someonnnnee"
"us607373","us15","Why is the sky blue??"
"us609827","us15","Which is one way that scientists ensure that data is reliable?"
"us610017","us15","What is the first step of the STOP procedure for assessing acute sports injuries?"
"us610470","us15","Adding heat to a liquid causes which of the following physical changes? <br /><br />    A) increases mass<br />    B) increases density<br />    C) decreases density<br />    D) no physical change"
"us611763","us15","What does it mean to say that wolves are social creatures "
"us612840","us15","Pepsi puts 355ml of pop in a can. How many drops is this"
"us613824","us15","A bus slows down uniformly from 79.0 km/h<br /> to 0 km/h in 23.7 s.<br /> How far does it travel before stopping?<br /> Answer in units of m.<br /><br /> I cant find it!"
"us614381","us15","what does independent mean?"
"us614633","us15","what direction would you travel from 0 to Shanghai"
"us617174","us15","What are the characteristics of scientific thinking and investigating"
"us617301","us15","PLEASE HELP QUICKLY 13 POINTS +7 FOR BEST ANSWER!!! calculate the density of an object that has a mass of 3.0 g and a volume of 5.0 cm3. will the object float or sink when placed in water, which has a density of 1.0 g/cm3?"
"us617424","us15","If a small-diameter open glass tube is partially immersed in a vessel containing mercury, the surface of the mercury inside the tube will be?"
"us619100","us15","How many protons are in a carbon atom?<br />"
"us619187","us15","How do air resistance and friction affect the motion of an object"
"us619376","us15","what happens to infrared radiation when it comes to contact wih a shiny suface"
"us620807","us15","What are two processes that use oxygen"
"us621224","us15","What is the origin graph of (0,0)"
"us622299","us15","you cover 10 meters in a time of 1 second .Is your speed the same if you cover 20 meters in 2 seconds?"
"us622432","us15","What is the base unit for measuring volume"
"us622706","us15","What are the common tools that scientists use to measure length  and mass?"
"us623250","us15","how much time would it take for the sound of thunder to travel 2000 meters if the sound travels at the speed of 330 meters per sec"
"us623522","us15","an ant can travel approximately 30 meters per minute . how many meters could an ant move in 45 minutes"
"us624504","us15","One way to get consistent, valid data is to:<br /><br /><br /> be sure that instruments are calibrated properly.<br /> use simple instruments to make measurements.<br /> select the best data to place into data tables.<br /> make the measurements as quickly as possible"
"us625855","us15","A plane flying against a jet stream will travel faster than a plane traveling with a jet stream."
"us625943","us15","what is the surface area to volume ratio of this cube"
"us626058","us15","suppose a log's mass is 5 kg. After burning, the mass of the ash is 1 kg. explain what May have happened to the other 4 kg.      "
"us626479","us15","which is a vector quantity speed or velocity"
"us626565","us15","what is the meaning of free fall<br />"
"us629055","us15","What does the term Milankovitch cycles most closely relate to?<br /> a. changes in the seasons over many years<br /> b. regular eruptions of volcanoes that cool Earth<br /> c. periodic changes in Earth's orbit and angle of tilt relative to the Sun<br /> d. the cyclic motion of the continents to form large landmasses which affect Earth's climate"
"us630563","us15","To find the acceleration you must calculate the change in distance during each unit of time is this<br />  true or false?"
"us630656","us15","please! Explain a connection with a molecule and matter."
"us630681","us15","True or False? An airplane is flying West at 200 kilometers per hour 2 hours later it is flying West at 300 km/h its average acceleration is 100 kilometers per hour."
"us630803","us15","Explain a connection with atoms and elements. please help!"
"us630812","us15","What is the shortest possible time in which a bacterium could travel a distance of 8.4cm across a Petri dish at a constant speed of 3.5 mm/s?"
"us630903","us15","An athelete swims from northend to southend of a 50.0m pool in 20.0s and makes the return trip to the starting position in 22.0s a) What is the average velocity for the first half of the swim? b) what is tje average velocity for the second half of the swim? c) what is the average velocity for the roundtrip? "
"us631190","us15","Do all high schools have Basketball"
"us634254","us15","The mesure of the energy of motion of particles of matter"
"us634634","us15","The energy transferred from a hotter object to a cooler one is referred to as"
"us635231","us15","What phases of matter can apply a buoyant force on an object"
"us638666","us15","A fish can travel 30km/h in still water. How long will it take to arrive 12km downstream in a river flowing 6km/h?"
"us639531","us15","Which best describes why a liquid needs a container when a solid does not?<br /><br /> Solids fill their containers, and liquids have definite shapes.<br /> Solids have definite shapes, and liquids fill their containers.<br /> Solids particles do not expand to fill their containers, and liquid particles do.<br /> Solids particles expand to fill their containers, and liquid particles do not.                    "
"us640268","us15","Factors that affect the light intensity received from a source              "
"us641937","us15","What moves oxygen into cells"
"us511399","us15","Hello,<br /> I'm doing a science assessment and one of the questions asks for a circuit diagram of how a scrap heap magnet works<br /> Could anyone recommend me a site?<br /> Thank you"
"us512340","us15","Why was it difficult for Dalton to prove his theory?<br /> a.<br /> People did not believe that solids could be made of small particles<br /> c.<br /> Only very powerful, expensive microscopes could be used in his experiments<br /> b.<br /> Atoms are too small to see<br /> d.<br /> He could not keep atoms in a stable form<br />"
"us512536","us15","How long does it take to get a doctorate degree?"
"us513935","us15","Sound waves strike a glass and cause it to shatter.<br /> This phenomenon illustrates<br /> (1) resonance (3) reflection<br /> (2) refraction (4) diffraction"
"us514777","us15","why is a shell considered to be biotic "
"us515541","us15","A sound wave traveling eastward through air<br /> causes the air molecules to<br /> (1) vibrate east and west<br /> (2) vibrate north and south<br /> (3) move eastward, only<br /> (4) move northward, only                                "
"us518443","us15","A squirrel sitting on the ground starts to run with an acceleration of 5.1 m/s 2. How fast is the squirrel going after 0.25 seconds?<br /> A. 20.4 m/s<br /> B. 1.28 m/s<br /> C. 0.49 m/s<br /> D. 3.1 m/s"
"us518444","us15","Which of the following is a consequence of abuse only? Dangerous and can have many serious consequences. Develops into a physical and/or psychological need for a substance. Inappropriate use of drugs due to ignorance. Repeatedly and willfully using a drug in a way other than prescribed."
"us518797","us15","Waves that make up the visible part of the electromagnetic spectrum have lower energy than X–rays. lower energy than microwaves. higher energy than gamma rays. higher energy than ultraviolet light."
"us519387","us15","If an object absorbs all colors but red, we see<br /> a. red<br /> b. white<br /> c. black<br /> d. green PLEASE HELP"
"us522916","us15","Which is a form of kinetic energy?<br /> a.  gravitational energy<br /> b.  chemical energy<br /> c.  electrical energy<br /> d.  sound energy"
"us522943","us15","A person's temperature is 40°C  What would it be in Kelvin?"
"us522971","us15","According to the Theory of Continental Drift, what did the Earth’s continents look like 255 million years ago? What is the name of this landmass?"
"us523021","us15","A 5.0 kg bowling ball is rolling down the lane at 4.0 m/s. What is the kinetic energy of the bowling ball?<br /> a.  40 J<br /> b.  50 J<br /> c.  80 J<br /> d.  100 J"
"us523196","us15","What are the types of energies released when a candle burns?<br /> a.  thermal and radiant<br /> b.  potential and electrical<br /> c.  chemical and nuclear<br /> d.  electrical and sound"
"us523317","us15","what are the two most common minerals located in Earth's crust"
"us523323","us15","which statement best describes the formation of diamonds"
"us523488","us15","Why is respiration an exothermic reaction?<br /> a.  a large amount of energy is released into its surroundings<br /> b.  the heat content, q, of the reaction is positive<br /> c.  a large amount of energy is required to activate the reaction<br /> d.  there is no exchange of energy between the system and the surrounding"
"us523509","us15","What state of motion is indicated by a zero distance? Why?"
"us526405","us15","A hard material is easily scratched. True False  "
"us526441","us15","How does heat travel through metals<br /><br /> for my assessment, I have to say why the question 'HOW DOES HEAT TRAVEL THROUGH METALS?' can't be answered. Why can't it be answered?"
"us526549","us15","Astronomy can best be described as a/an   <br /> a.  daily horoscope. <br /> b.  study of objects pertaining to the interior part of the Earth. <br /> c.  study of objects beyond the Earth's atmosphere. <br /> d.  Air Force pilot on a naval carrier.      "
"us526992","us15","If we know the force, the distance, and the time we can calculate only power. work and power. only work. neither work or power."
"us527296","us15","As a woman carries her suitcase up a flight of stairs, she does work against gravity. If the mass of her suitcase is 25 kg and the flight of stairs is 15 m tall, how much work does she perform by carrying her suitcase?"
"us527518","us15","I need help setting this problem up. Please help! A mother pushes a stroller up a hill, with the center of the stroller 1 meter ahead of her body. She maintains contact with the stroller at all times. Her position is x(t), speed is v(t) and her acceleration is a(t). What are the position, velocity, and acceleration of the stroller at any time t?"
"us527593","us15","The weight of an object is the product of its mass, m, and the acceleration of gravity, g (where g=9.8 m/s2). If an<br /> object’s mass is m=10. kg, what is its weight?<br /><br /> Express the weight to two significant figures and include the appropriate units."
"us528154","us15","How would i solve for force when there are multiple accelerations?"
"us528192","us15","A marble or small sphere, made of stone, is found to have a mass of 3.05g. To find its volume it is placed in a gradulated cylindar that originally contains 10.00mL of water. When the marble is placed in hte gradulated cylindar, the new volume of the water and the marble together is 11.20mL. a:calculate the volume of the marble(be sure to include units) b:calculate the density of the marble.(be sure to include units)"
"us528373","us15","Fast food restaurants keep food hot with infrared lamps. The heat is transferred to the food by ____. a. condensation c. convection b. conduction d. radiation  "
"us529585","us15","what's the speed of light"
"us530074","us15","How do the dark lines of an atom''s absorption spectrum relate to the bright lines of its emission spectrum?<br /> a. The bright lines are at the same energies as the dark lines.<br /> b. The dark lines are at higher energies than the bright lines.<br /> c. The bright lines are at higher energies than the dark lines.<br /> d. You cannot relate the two types of spectra.                     "
"us530606","us15","Imagine you had a bar of gold and decided to cut in half. You repeated this process until eventually you could no longer cut the gold in half without splitting a single atom of gold. This would prove that gold is a(n)<br /> a.  mixture.<br /> b.  element.<br /> c.  compound.<br /> d.  mixture or compound."
"us531383","us15","What is the force that opposes the movement of an object through water??"
"us531399","us15","When you flick a coin so that it slides across a table, what four forces are acting on the coin?"
"us532964","us15","if a wave has a velocity of 24 m/s and a period of 3.0 s.                                                                     what is he frequency of the wave in Hz?"
"us533006","us15","Which of the following describes subatomic particles?    carbon and nitrogen    solids, liquids, gases    larger than atoms    protons, neutrons, and electrons"
"us533008","us15"," Question 6<br /><br />     In which state of matter do the particles move the MOST freely?<br /><br />     solid<br /><br />     liquid<br /><br />     gas<br /><br /> 3 points  <br /> Question 7<br /><br />     In which state of matter do the particles move somewhat freely but still not enough to fill the entire space of a container?<br /><br />     solid<br /><br />     liquid<br /><br />     gas<br /><br /> 3 points  <br /> Question 8<br /><br />     In which state of matter are the particles the LEAST attracted to each other?<br /><br />     solid<br /><br />     liquid<br /><br />     gas<br /><br /> 3 points  <br /> Question 9<br /><br />     A characteristic property is a property of matter that<br /><br />     changes slowly over time<br /><br />     does not change<br /><br />     cannot be known<br /><br /> Question 10<br /><br />     A liquid substance that is beginning to change to a gas has reached its<br /><br />     boiling point<br /><br />     freezing point<br /><br "
"us475604","us15","what is a wave that bounces back from a barrier called?"
"us475825","us15","beginning in 1996, a glacier lost an average of 3.7 meters of thickness each year. find the total change in its thickness by the end of 2012."
"us477465","us15","Which type of wave is UNABLE to travel through the vacuum of space? A. circumstantial B. evidentiary C. electromagnetic D. mechanical"
"us478372","us15","How do scientists determine the number of neutrons in an isotope of an atom? A. They find the number of protons. B. They divide the atomic mass by two. C. They add the number of electrons and protons. D. They subtract the atomic number from the atomic mass."
"us478539","us15","A stuntman jumps from the roof of a building to the safety net below. How far has the stuntman fallen after 1.6 seconds?"
"us479553","us15","which is most responsible for the uneven heating of the air in the atmosphere?"
"us479748","us15","Which has the greatest effect on wind speed?<br />"
"us480067","us15","How is the movement of particles in diffusion determined? "
"us480099","us15","A passenger in the rear seat of a car moving at a steady speed is at rest relative to<br /><br /> A. the front seat of the car<br /> B. the side of the road<br /> C.a pedestrian on the corner ahead<br /> D. the wheels of the car"
"us480135","us15","When chemical bonds are broken, energy is ______. A. absorbed B. released C. not needed"
"us480708","us15","Name at least 3 diffrent facts about alge"
"us481138","us15","energy transferred as heat always moves spontaneously from matter..."
"us481985","us15","a fighter plane lands on an aircraft carrier at a speed of 300 km per hour takes 25 seconds to come to rest. determine its landing speed in meters per second"
"us482177","us15","why is it impossible from an individual to inherit a recessive condition if only one parent is a carrier for that condition "
"us482178","us15","why is it impossible from an individual to inherit a recessive condition if only one parent is a carrier for that condition "
"us482257","us15","jill's car has a maximum acceleration of 8.7 miles per hour per second. how many seconds does it take her to acceleration from 0 to 60 miles per hour"
"us482689","us15","Consider a grill with the lid closed to be a closed system. The propane provides chemical energy. The propane is ignited to produce heat. The heat provides the thermal energy to cook the food in the grill. Which is true about the energy in this system? A. While some energy is destroyed and some is created, the total amount of energy is conserved. B. While the energy changes form from chemical to thermal, total energy is conserved. C. Chemical energy is destroyed in order to create thermal energy. D. While the energy changes form from chemical to thermal, the amount"
"us482740","us15","What is the approximate circumference of a circle with a radius of 40 inches? Use π ≈ 3.14. A. 125.6 inches B. 251.2 inches C. 502.4 inches D. 5024 inches"
"us483184","us15","How do earthquakes influence our environment? En français si possible"
"us483535","us15","the energy an object has due to its motion is what"
"us483537","us15","In general, metalloids are slightly reactive.<br /><br /><br /> Please select the best answer from the choices provided<br /><br /> T<br /> F                                 "
"us483548","us15","what two quantities do you have to know to calculate the density of and object?"
"us484668","us15","A motorcycle is traveling at a velocity of 5.0 m/s when a car swerves into its path. The driver breaks and it takes 3.0 seconds and a distance of 24 meters before the motorcycle comes to a complete stop. The mass of the motorcycle is 170 kg. How much work was done by the breaks to stop the motorcycle?                                              "
"us484697","us15","which earth layer has the most volume "
"us484700","us15","how do you test a mineral steak? "
"us484702","us15","There's this thing that is sort of like a national science fair...but it invention/project has to be like WOW. It's called th Davidson Fellow Scholarship and the winner gets to receive a $10,000,$25,000 or $50,000 scholarship . What you do is come up with something very unique and original, and useful to society. I was thinking of something involving enginnering lke i have to pick a specific subject like civic or mechanical enginneering. I need ideas please of a project i can do."
"us485004","us15","How are mitosis and meiosis similar? <br /> A.<br /> Both are forms of cell division that produce parent cells.<br /> B.<br /> Both produce gametes as a product of cell division.<br /> C.<br /> Both produce cells that have only half of the parent's genetic material.<br /> D.<br /> Both are forms of cell division that produce daughter cells.                                              "
"us485568","us15","What is a wave what is the definition for a wave<br />"
"us485764","us15","Explain why changes of state are physical changes."
"us485925","us15","name two things that can cause a short circuit in your home? "
"us486105","us15","How to reduce friction (not smother surface)"
"us486760","us15","Yello light on a red object, the object appears what color ? "
"us487126","us15","Write   HCl+MgO---&gt; MgCl 2 + H 2 O as a balanced chemical equation"
"us487179","us15","An 89 ῼ resistor has a current of 65 mA flowing through it. What is the voltage in the resistor?"
"us487180","us15","A flashlight has a filament with a resistance of 9.8 Ohms. If the batteries provide 3.0 V, what is the current through the filament?"
"us487220","us15","What happens to a falling object when the force of air resistance equals the force of gravity?<br /><br /> a. it shows a projectile motion <br /> b. it reaches terminal velocity<br /> c. it shows increasing acceleration <br /> d. it begins to slow down "
"us487228","us15","A current of 120 mA flows past a point in a circuit for 25 s.  <br /> How much charge passes the point in this time?<br /> How many electrons pass the point in this time?"
"us487233","us15","How does the voltage change or stay the same in a SERIES circuit compared with a PARALLEL circuit? Thanks so much for answering!"
"us487280","us15","How does the voltage change or stay the same in a SERIES circuit compared with a PARALLEL circuit?"
"us487721","us15","a rock  is dropped from a third story window  is this question kinetic or potential energy"
"us487928","us15","a book sits at the top of a bookshelf is this question kinetic or potential energy<br />"
"us487965","us15","When you decrease the length of the effort arm on a lever which of the following happens to effort force? A. Force will decrease B. Force will increase C. Force will vary D. Force will remain the same."
"us488622","us15","What is the original source of petroleum energy?"
"us488659","us15","magma are named after what rocks. Basaltic magma forms when rocks in the "
"us489455","us15","a physical science test book has a mass of 2.2kg . what is the weight on the earth?"
"us490092","us15","A nuclear reaction releases 9.00 × 10^13 J of energy. What was the change in mass?<br /> 5.0 × 10^-4 kg<br /> 1.0 × 10^-3 kg<br /> 5.0 × 10^-3 kg<br /> 5.0 × 10^-2 kg"
"us490454","us15","Can Jet Fuel burn through Steel Pipes?"
"us490464","us15","which is better for us, saturated or unsaturated fats? WHY?"
"us490717","us15","An object is 30.0 cm to the left of a convex lens with a focal length of +8.0 cm. Draw a ray diagram of the setup showing the location of the image. Calculate the distance of the image from the lens. Is the image upright or inverted?"
"us491509","us15","a car travels 100 meters in 4.0 seconds. Find the average velocity"
"us643379","us15","What are two ways in which scientists can show creativity ?               "
"us643537","us15","what kind of cell is in a dragonfly? A eukaryotic or prokaryotic?"
"us643834","us15","true or false? an element can be chemically broken down into simpler substances"
"us644006","us15","if you have one pencil and that pencil shoots lasers out of its mouth then an dog comes and tells you the future and that you shouldn't vote for Bush again and then the dog ate the pencil and exploded and the alien comes and takes you away to his purple hat factory then makes you eat sausages for life then how much does 5 fit into 10?"
"us644056","us15","Scientific theories can change over time as new information is discovered if a scientififc theory changes does this mean that it was not a good theory to begin with?              "
"us644540","us15","What is ""distance with a direction"" "
"us645426","us15","how could you find the volume of a small pebble if  you had a graduated cylinder with some water and a small pebble only "
"us645587","us15","why is it important to be as accurate as possible when measuring? what might happen if you get an incorrect measurement?<br />"
"us646405","us15","How much time would it take for the sound of thunder to travel 1,500 meters if sound travels at a speed of 330 m/sec?"
"us646832","us15","what creates a magnetic field around a current carrying conductor?"
"us648097","us15","a jogger travels 8 km in 1.25 hours. what is the joggers average speed?"
"us649153","us15","labeled photosynthesis"
"us650490","us15","a penny dropped into a wishing well reaches the bottom in 1.50 seconds. what was the velocity at impact"
"us650518","us15","an apple in a tree has a gravitational potential energy of 175J and a mass of 0.36g . how high from the ground is the apple"
"us650543","us15","is a aluminum pie plate an element"
"us650673","us15","Tobacco use can negatively impact a person's health, family, and finances. True or false"
"us651700","us15","On June 9, 1983, the lower part of the Variegated Glacier in Alaska was observed to be moving at a rate of 64 m per day. What is this speed in kilometers per hour?"
"us652101","us15","5 common nouns for the book Found by Margaret Peterson Haddix"
"us652630","us15","Is light made of elements and atoms"
"us652775","us15","Ben heard that some paper towels  soaked up water faster than others.He decided to determine which brand  soaked water faster.He cut identical strips of paper towels  from each of 5 different brands.he filed 5 jars half full with water and suspended a strip of different brand in each jar so the end of the strip was 5 cm under the water.Then he measured the hight of the water rose in each one <br /><br /> What is the variable,Constants,Independent Variable and Dependent Variable."
